Sample,Target,Cq,SD
I.HYD.27.2nd,TMN5,NA,NA
I.HYD.27.2nd,UBQ14,26.2179385,0.021655329
I.HYD.27.2nd,UBQ14,26.18731324,0.021655329
I.HYD.27.2nd,UBQ14,NA,NA
I.HYD.27.2nd,UBQ7,21.52197959,0.05271911
I.HYD.27.2nd,UBQ7,21.44742351,0.05271911
I.HYD.27.2nd,UBQ7,NA,NA
I.HYD.27.4th,ACT7,20.66679904,0.005045157
I.HYD.27.4th,ACT7,20.67393397,0.005045157
I.HYD.27.4th,ACT7,NA,NA
I.HYD.27.4th,HYD1,29.29037137,0.121206658
I.HYD.27.4th,HYD1,29.46178347,0.121206658
I.HYD.27.4th,HYD1,NA,NA
I.HYD.27.4th,PP2A1,26.28386316,0.068187311
I.HYD.27.4th,PP2A1,26.18743174,0.068187311
I.HYD.27.4th,PP2A1,NA,NA
I.HYD.27.4th,TBL6,NA,NA
I.HYD.27.4th,TBL6,NA,NA
I.HYD.27.4th,TBL6,NA,NA
I.HYD.27.4th,TMN5,30.57440007,0.113530031
I.HYD.27.4th,TMN5,30.73495578,0.113530031
I.HYD.27.4th,TMN5,NA,NA
I.HYD.27.4th,UBQ14,27.4240366,0.173134233
I.HYD.27.4th,UBQ14,27.17918782,0.173134233
I.HYD.27.4th,UBQ14,NA,NA
I.HYD.27.4th,UBQ7,21.52086002,0.0777511
I.HYD.27.4th,UBQ7,21.41090336,0.0777511
I.HYD.27.4th,UBQ7,NA,NA
I.HYD.28.2nd,ACT7,21.82796983,0.034485527
I.HYD.28.2nd,ACT7,21.87673973,0.034485527
I.HYD.28.2nd,ACT7,NA,NA
I.HYD.28.2nd,HYD1,30.1058791,0.022269197
I.HYD.28.2nd,HYD1,30.1373725,0.022269197
I.HYD.28.2nd,HYD1,NA,NA
I.HYD.28.2nd,PP2A1,26.64283908,0.229883978
I.HYD.28.2nd,PP2A1,26.96794412,0.229883978
I.HYD.28.2nd,PP2A1,NA,NA
I.HYD.28.2nd,TBL6,NA,NA
I.HYD.28.2nd,TBL6,NA,NA
I.HYD.28.2nd,TBL6,NA,NA
I.HYD.28.2nd,TMN5,30.74109042,0.00393466
I.HYD.28.2nd,TMN5,30.74665487,0.00393466
I.HYD.28.2nd,TMN5,NA,NA
I.HYD.28.2nd,UBQ14,27.05338319,0.032054451
I.HYD.28.2nd,UBQ14,27.00805135,0.032054451
I.HYD.28.2nd,UBQ14,NA,NA
I.HYD.28.2nd,UBQ7,22.53853641,0.078321558
I.HYD.28.2nd,UBQ7,22.427773,0.078321558
I.HYD.28.2nd,UBQ7,NA,NA
I.HYD.28.4th,ACT7,23.66959838,0.044546985
I.HYD.28.4th,ACT7,23.73259733,0.044546985
I.HYD.28.4th,ACT7,NA,NA
I.HYD.28.4th,HYD1,30.42915474,0.182608855
I.HYD.28.4th,HYD1,30.68740266,0.182608855
I.HYD.28.4th,HYD1,NA,NA
I.HYD.28.4th,PP2A1,29.55149557,0.038812023
I.HYD.28.4th,PP2A1,29.60638406,0.038812023
I.HYD.28.4th,PP2A1,NA,NA
I.HYD.28.4th,TBL6,NA,NA
I.HYD.28.4th,TBL6,NA,NA
I.HYD.28.4th,TBL6,NA,NA
I.HYD.28.4th,TMN5,32.78035509,0.148759795
I.HYD.28.4th,TMN5,32.56997697,0.148759795
I.HYD.28.4th,TMN5,NA,NA
I.HYD.28.4th,UBQ14,29.85794723,0.104091026
I.HYD.28.4th,UBQ14,30.00515417,0.104091026
I.HYD.28.4th,UBQ14,NA,NA
I.HYD.28.4th,UBQ7,24.04328948,0.023641832
I.HYD.28.4th,UBQ7,24.00985488,0.023641832
I.HYD.28.4th,UBQ7,NA,NA
I.HYD.3.2nd,ACT7,20.86267659,0.079423294
I.HYD.3.2nd,ACT7,20.75035509,0.079423294
I.HYD.3.2nd,ACT7,NA,NA
I.HYD.3.2nd,HYD1,30.90012486,0.0002751
I.HYD.3.2nd,HYD1,30.89973581,0.0002751
I.HYD.3.2nd,HYD1,NA,NA
I.HYD.3.2nd,PP2A1,26.77331409,0.082852189
I.HYD.3.2nd,PP2A1,26.89048478,0.082852189
I.HYD.3.2nd,PP2A1,NA,NA
I.HYD.3.2nd,TBL6,NA,NA
I.HYD.3.2nd,TBL6,NA,NA
I.HYD.3.2nd,TBL6,NA,NA
I.HYD.3.2nd,TMN5,31.03567009,0.050262981
I.HYD.3.2nd,TMN5,30.9645875,0.050262981
I.HYD.3.2nd,TMN5,NA,NA
I.HYD.3.2nd,UBQ14,27.09653819,0.015710562
I.HYD.3.2nd,UBQ14,27.0743201,0.015710562
I.HYD.3.2nd,UBQ14,NA,NA
I.HYD.3.2nd,UBQ7,22.40641251,0.043755626
I.HYD.3.2nd,UBQ7,22.46829231,0.043755626
I.HYD.3.2nd,UBQ7,NA,NA
I.HYD.3.4th,ACT7,25.77582498,0.03465734
I.HYD.3.4th,ACT7,25.7268121,0.03465734
I.HYD.3.4th,ACT7,NA,NA
I.HYD.3.4th,HYD1,35.24253824,0.009946235
I.HYD.3.4th,HYD1,35.25660434,0.009946235
I.HYD.3.4th,HYD1,NA,NA
I.HYD.3.4th,PP2A1,33.65966682,0.109505427
I.HYD.3.4th,PP2A1,33.50480276,0.109505427
I.HYD.3.4th,PP2A1,NA,NA
I.HYD.3.4th,TBL6,34.42647377,NA
I.HYD.3.4th,TBL6,NA,NA
I.HYD.3.4th,TBL6,36.7354794,NA
I.HYD.3.4th,TMN5,34.59106519,0.207085519
I.HYD.3.4th,TMN5,34.29820204,0.207085519
I.HYD.3.4th,TMN5,NA,NA
I.HYD.3.4th,UBQ14,31.10446843,0.015898794
I.HYD.3.4th,UBQ14,31.12695272,0.015898794
I.HYD.3.4th,UBQ14,NA,NA
I.HYD.3.4th,UBQ7,34.26174131,0.134264
I.HYD.3.4th,UBQ7,34.45161928,0.134264
I.HYD.3.4th,UBQ7,NA,NA
I.HYD.4.2nd,ACT7,21.45519628,0.041921766
I.HYD.4.2nd,ACT7,21.39590995,0.041921766
I.HYD.4.2nd,ACT7,NA,NA
I.HYD.4.2nd,HYD1,28.12967024,0.002806592
I.HYD.4.2nd,HYD1,28.13363936,0.002806592
I.HYD.4.2nd,HYD1,NA,NA
I.HYD.4.2nd,PP2A1,27.95987657,0.029457121
I.HYD.4.2nd,PP2A1,28.00153523,0.029457121
I.HYD.4.2nd,PP2A1,NA,NA
I.HYD.4.2nd,TBL6,30.76195147,0.238473395
I.HYD.4.2nd,TBL6,31.09920378,0.238473395
I.HYD.4.2nd,TBL6,NA,NA
I.HYD.4.2nd,TMN5,29.88397046,0.085420451
I.HYD.4.2nd,TMN5,30.00477322,0.085420451
I.HYD.4.2nd,TMN5,NA,NA
I.HYD.4.2nd,UBQ14,22.60058351,0.000912012
I.HYD.4.2nd,UBQ14,22.59929373,0.000912012
I.HYD.4.2nd,UBQ14,NA,NA
I.HYD.4.2nd,UBQ7,26.95541005,0.052516071
I.HYD.4.2nd,UBQ7,27.02967899,0.052516071
I.HYD.4.2nd,UBQ7,NA,NA
I.HYD.4.4th,ACT7,22.07539946,0.000347628
I.HYD.4.4th,ACT7,22.07490784,0.000347628
I.HYD.4.4th,ACT7,NA,NA
I.HYD.4.4th,HYD1,29.97098089,0.140981755
I.HYD.4.4th,HYD1,30.1703592,0.140981755
I.HYD.4.4th,HYD1,NA,NA
I.HYD.4.4th,PP2A1,28.34244292,0.121216431
I.HYD.4.4th,PP2A1,28.51386884,0.121216431
I.HYD.4.4th,PP2A1,NA,NA
I.HYD.4.4th,TBL6,32.15478421,NA
I.HYD.4.4th,TBL6,32.04171912,NA
I.HYD.4.4th,TBL6,NA,NA
I.HYD.4.4th,TMN5,30.58301998,0.123975229
I.HYD.4.4th,TMN5,30.75834743,0.123975229
I.HYD.4.4th,TMN5,NA,NA
I.HYD.4.4th,UBQ14,23.69433019,0.000696663
I.HYD.4.4th,UBQ14,23.69531542,0.000696663
I.HYD.4.4th,UBQ14,NA,NA
I.HYD.4.4th,UBQ7,28.10262934,0.016679016
I.HYD.4.4th,UBQ7,28.12621703,0.016679016
I.HYD.4.4th,UBQ7,NA,NA
I.HYD.5.2nd,ACT7,21.60241969,0.058998246
I.HYD.5.2nd,ACT7,21.51898357,0.058998246
I.HYD.5.2nd,ACT7,NA,NA
I.HYD.5.2nd,HYD1,30.15137719,0.002042174
I.HYD.5.2nd,HYD1,30.14848912,0.002042174
I.HYD.5.2nd,HYD1,NA,NA
I.HYD.5.2nd,PP2A1,27.44805216,0.024762703
I.HYD.5.2nd,PP2A1,27.48307191,0.024762703
I.HYD.5.2nd,PP2A1,NA,NA
I.HYD.5.2nd,TBL6,31.07642532,0.344467231
I.HYD.5.2nd,TBL6,31.56357555,0.344467231
I.HYD.5.2nd,TBL6,NA,NA
I.HYD.5.2nd,TMN5,30.77860526,0.053534397
I.HYD.5.2nd,TMN5,30.70289619,0.053534397
I.HYD.5.2nd,TMN5,NA,NA
I.HYD.5.2nd,UBQ14,23.02740674,0.005874742
I.HYD.5.2nd,UBQ14,23.03571488,0.005874742
I.HYD.5.2nd,UBQ14,NA,NA
I.HYD.5.2nd,UBQ7,26.90747649,0.026729004
I.HYD.5.2nd,UBQ7,26.94527701,0.026729004
I.HYD.5.2nd,UBQ7,NA,NA
I.HYD.5.4th,ACT7,20.99154754,0.030641921
I.HYD.5.4th,ACT7,20.94821332,0.030641921
I.HYD.5.4th,ACT7,NA,NA
I.HYD.5.4th,HYD1,32.08052381,0.165860869
I.HYD.5.4th,HYD1,31.84596112,0.165860869
I.HYD.5.4th,HYD1,NA,NA
I.HYD.5.4th,PP2A1,28.06785698,0.035405339
I.HYD.5.4th,PP2A1,28.11792769,0.035405339
I.HYD.5.4th,PP2A1,NA,NA
I.HYD.5.4th,TBL6,31.72082323,0.065145932
I.HYD.5.4th,TBL6,31.81295349,0.065145932
I.HYD.5.4th,TBL6,NA,NA
I.HYD.5.4th,TMN5,31.00987801,0.18407099
I.HYD.5.4th,TMN5,30.74956232,0.18407099
I.HYD.5.4th,TMN5,NA,NA
I.HYD.5.4th,UBQ14,27.28056499,0.041212474
I.HYD.5.4th,UBQ14,27.33884823,0.041212474
I.HYD.5.4th,UBQ14,NA,NA
I.HYD.5.4th,UBQ7,21.9541736,0.007665879
I.HYD.5.4th,UBQ7,21.96501479,0.007665879
I.HYD.5.4th,UBQ7,NA,NA
I.HYD.6.2nd,ACT7,21.83257093,0.005969954
I.HYD.6.2nd,ACT7,21.82412814,0.005969954
I.HYD.6.2nd,ACT7,NA,NA
I.HYD.6.2nd,HYD1,31.52205647,0.147243016
I.HYD.6.2nd,HYD1,31.3138234,0.147243016
I.HYD.6.2nd,HYD1,NA,NA
I.HYD.6.2nd,PP2A1,26.9003405,0.086395791
I.HYD.6.2nd,PP2A1,26.7781584,0.086395791
I.HYD.6.2nd,PP2A1,NA,NA
I.HYD.6.2nd,TBL6,28.0595438,0.006413713
I.HYD.6.2nd,TBL6,28.06861416,0.006413713
I.HYD.6.2nd,TBL6,NA,NA
I.HYD.6.2nd,TMN5,31.23450215,0.112703954
I.HYD.6.2nd,TMN5,31.07511469,0.112703954
I.HYD.6.2nd,TMN5,NA,NA
I.HYD.6.2nd,UBQ14,27.05497217,0.071827193
I.HYD.6.2nd,UBQ14,26.95339318,0.071827193
I.HYD.6.2nd,UBQ14,NA,NA
I.HYD.6.2nd,UBQ7,20.6593292,0.124580463
I.HYD.6.2nd,UBQ7,20.48314582,0.124580463
I.HYD.6.2nd,UBQ7,NA,NA
I.HYD.6.4th,ACT7,20.64951419,0.319207107
I.HYD.6.4th,ACT7,21.10094121,0.319207107
I.HYD.6.4th,ACT7,NA,NA
I.HYD.6.4th,HYD1,29.82865649,0.025784939
I.HYD.6.4th,HYD1,29.8651219,0.025784939
I.HYD.6.4th,HYD1,NA,NA
I.HYD.6.4th,PP2A1,27.1396339,0.392696446
I.HYD.6.4th,PP2A1,26.58427726,0.392696446
I.HYD.6.4th,PP2A1,NA,NA
I.HYD.6.4th,TBL6,29.83449186,0.018008284
I.HYD.6.4th,TBL6,29.8090243,0.018008284
I.HYD.6.4th,TBL6,NA,NA
I.HYD.6.4th,TMN5,29.12102616,0.095216319
I.HYD.6.4th,TMN5,29.25568237,0.095216319
I.HYD.6.4th,TMN5,NA,NA
I.HYD.6.4th,UBQ14,26.42248554,0.231297739
I.HYD.6.4th,UBQ14,26.74958994,0.231297739
I.HYD.6.4th,UBQ14,NA,NA
I.HYD.6.4th,UBQ7,21.69237809,0.082826529
I.HYD.6.4th,UBQ7,21.57524369,0.082826529
I.HYD.6.4th,UBQ7,NA,NA
I.HYD.7.2nd,ACT7,20.53872675,0.025678137
I.HYD.7.2nd,ACT7,20.50241238,0.025678137
I.HYD.7.2nd,ACT7,NA,NA
I.HYD.7.2nd,HYD1,30.26501947,0.147006559
I.HYD.7.2nd,HYD1,30.0571208,0.147006559
I.HYD.7.2nd,HYD1,NA,NA
I.HYD.7.2nd,PP2A1,26.18095617,0.042437112
I.HYD.7.2nd,PP2A1,26.24097131,0.042437112
I.HYD.7.2nd,PP2A1,NA,NA
I.HYD.7.2nd,TBL6,29.10896309,0.116419135
I.HYD.7.2nd,TBL6,29.27360461,0.116419135
I.HYD.7.2nd,TBL6,NA,NA
I.HYD.7.2nd,TMN5,30.02076265,0.300066964
I.HYD.7.2nd,TMN5,30.44512142,0.300066964
I.HYD.7.2nd,TMN5,NA,NA
I.HYD.7.2nd,UBQ14,26.58795964,0.009302435
I.HYD.7.2nd,UBQ14,26.60111527,0.009302435
I.HYD.7.2nd,UBQ14,NA,NA
I.HYD.7.2nd,UBQ7,20.98854899,NA
I.HYD.7.2nd,UBQ7,22.22980887,NA
I.HYD.7.2nd,UBQ7,NA,NA
I.HYD.8.2nd,ACT7,21.3207969,0.015689158
I.HYD.8.2nd,ACT7,21.34298472,0.015689158
I.HYD.8.2nd,ACT7,NA,NA
I.HYD.8.2nd,HYD1,29.6386517,0.075461587
I.HYD.8.2nd,HYD1,29.7453705,0.075461587
I.HYD.8.2nd,HYD1,NA,NA
I.HYD.8.2nd,PP2A1,27.94519471,0.184490537
I.HYD.8.2nd,PP2A1,27.68428569,0.184490537
I.HYD.8.2nd,PP2A1,NA,NA
I.HYD.8.2nd,TBL6,28.89197578,0.153759585
I.HYD.8.2nd,TBL6,29.10942467,0.153759585
I.HYD.8.2nd,TBL6,NA,NA
I.HYD.8.2nd,TMN5,30.77312756,0.034676382
I.HYD.8.2nd,TMN5,30.72408775,0.034676382
I.HYD.8.2nd,TMN5,NA,NA
I.HYD.8.2nd,UBQ14,26.71597357,0.011920661
I.HYD.8.2nd,UBQ14,26.69911521,0.011920661
I.HYD.8.2nd,UBQ14,NA,NA
I.HYD.8.2nd,UBQ7,22.23641763,0.024022822
I.HYD.8.2nd,UBQ7,22.20244423,0.024022822
I.HYD.8.2nd,UBQ7,NA,NA
I.HYD.9.2nd,ACT7,21.20739874,0.032551724
I.HYD.9.2nd,ACT7,21.16136365,0.032551724
I.HYD.9.2nd,ACT7,NA,NA
I.HYD.9.2nd,HYD1,28.11743542,0.106324224
I.HYD.9.2nd,HYD1,28.26780058,0.106324224
I.HYD.9.2nd,HYD1,NA,NA
I.HYD.9.2nd,PP2A1,26.81504684,0.197535123
I.HYD.9.2nd,PP2A1,26.53568999,0.197535123
I.HYD.9.2nd,PP2A1,NA,NA
I.HYD.9.2nd,TBL6,30.21020735,0.001231936
I.HYD.9.2nd,TBL6,30.21194957,0.001231936
I.HYD.9.2nd,TBL6,NA,NA
I.HYD.9.2nd,TMN5,30.07837833,0.143658557
I.HYD.9.2nd,TMN5,29.87521445,0.143658557
I.HYD.9.2nd,TMN5,NA,NA
I.HYD.9.2nd,UBQ14,27.47064701,0.008878051
I.HYD.9.2nd,UBQ14,27.48320247,0.008878051
I.HYD.9.2nd,UBQ14,NA,NA
I.HYD.9.2nd,UBQ7,21.84404149,0.107272978
I.HYD.9.2nd,UBQ7,21.69233459,0.107272978
I.HYD.9.2nd,UBQ7,NA,NA
I.Unif.1.2nd,ACT7,22.92318755,0.060629337
I.Unif.1.2nd,ACT7,22.83744472,0.060629337
I.Unif.1.2nd,ACT7,NA,NA
I.Unif.1.2nd,HYD1,29.24033269,0.043667061
I.Unif.1.2nd,HYD1,29.17857814,0.043667061
I.Unif.1.2nd,HYD1,NA,NA
I.Unif.1.2nd,PP2A1,30.63184706,0.030656975
I.Unif.1.2nd,PP2A1,30.58849155,0.030656975
I.Unif.1.2nd,PP2A1,NA,NA
I.Unif.1.2nd,TBL6,NA,NA
I.Unif.1.2nd,TBL6,NA,NA
I.Unif.1.2nd,TBL6,NA,NA
I.Unif.1.2nd,TMN5,32.84533453,0.144249147
I.Unif.1.2nd,TMN5,33.04933363,0.144249147
I.Unif.1.2nd,TMN5,NA,NA
I.Unif.1.2nd,UBQ14,29.06377853,0.134249448
I.Unif.1.2nd,UBQ14,29.25363592,0.134249448
I.Unif.1.2nd,UBQ14,NA,NA
I.Unif.1.2nd,UBQ7,28.56322359,0.148940383
I.Unif.1.2nd,UBQ7,28.35259008,0.148940383
I.Unif.1.2nd,UBQ7,NA,NA
I.Unif.1.4th,ACT7,21.060855,0.002414961
I.Unif.1.4th,ACT7,21.06427027,0.002414961
I.Unif.1.4th,ACT7,NA,NA
I.Unif.1.4th,HYD1,26.56327708,0.015957321
I.Unif.1.4th,HYD1,26.58584414,0.015957321
I.Unif.1.4th,HYD1,NA,NA
I.Unif.1.4th,PP2A1,27.06804603,0.021921724
I.Unif.1.4th,PP2A1,27.09904803,0.021921724
I.Unif.1.4th,PP2A1,NA,NA
I.Unif.1.4th,TBL6,NA,NA
I.Unif.1.4th,TBL6,NA,NA
I.Unif.1.4th,TBL6,NA,NA
I.Unif.1.4th,TMN5,29.9113367,0.042580888
I.Unif.1.4th,TMN5,29.85111823,0.042580888
I.Unif.1.4th,TMN5,NA,NA
I.Unif.1.4th,UBQ14,27.13698727,0.018830501
I.Unif.1.4th,UBQ14,27.16361762,0.018830501
I.Unif.1.4th,UBQ14,NA,NA
I.Unif.1.4th,UBQ7,21.06453213,0.013594326
I.Unif.1.4th,UBQ7,21.04530685,0.013594326
I.Unif.1.4th,UBQ7,NA,NA
I.Unif.11.2nd,ACT7,21.16071407,0.035413173
I.Unif.11.2nd,ACT7,21.11063228,0.035413173
I.Unif.11.2nd,ACT7,NA,NA
I.Unif.11.2nd,HYD1,27.58496436,0.060023855
I.Unif.11.2nd,HYD1,27.50007781,0.060023855
I.Unif.11.2nd,HYD1,NA,NA
I.Unif.11.2nd,PP2A1,26.48488314,0.025877209
I.Unif.11.2nd,PP2A1,26.52147904,0.025877209
I.Unif.11.2nd,PP2A1,NA,NA
I.Unif.11.2nd,TBL6,NA,NA
I.Unif.11.2nd,TBL6,NA,NA
I.Unif.11.2nd,TBL6,NA,NA
I.Unif.11.2nd,TMN5,29.93200824,0.095362591
I.Unif.11.2nd,TMN5,30.06687131,0.095362591
I.Unif.11.2nd,TMN5,NA,NA
I.Unif.11.2nd,UBQ14,27.41074857,0.074841737
I.Unif.11.2nd,UBQ14,27.51659077,0.074841737
I.Unif.11.2nd,UBQ14,NA,NA
I.Unif.11.2nd,UBQ7,22.0051888,0.125728026
I.Unif.11.2nd,UBQ7,21.82738252,0.125728026
I.Unif.11.2nd,UBQ7,NA,NA
I.Unif.11.4th,ACT7,21.44527334,0.003028418
I.Unif.11.4th,ACT7,21.44099051,0.003028418
I.Unif.11.4th,ACT7,NA,NA
I.Unif.11.4th,HYD1,28.51519983,0.170019852
I.Unif.11.4th,HYD1,28.27475545,0.170019852
I.Unif.11.4th,HYD1,NA,NA
I.Unif.11.4th,PP2A1,28.88819499,0.047025451
I.Unif.11.4th,PP2A1,28.82169096,0.047025451
I.Unif.11.4th,PP2A1,NA,NA
I.Unif.11.4th,TBL6,30.33116709,0.037766283
I.Unif.11.4th,TBL6,30.38457668,0.037766283
I.Unif.11.4th,TBL6,NA,NA
I.Unif.11.4th,TMN5,28.96104793,0.094943829
I.Unif.11.4th,TMN5,29.09531878,0.094943829
I.Unif.11.4th,TMN5,NA,NA
I.Unif.11.4th,UBQ14,24.50870942,0.102879752
I.Unif.11.4th,UBQ14,24.65420336,0.102879752
I.Unif.11.4th,UBQ14,NA,NA
I.Unif.11.4th,UBQ7,29.13076302,0.060510939
I.Unif.11.4th,UBQ7,29.04518763,0.060510939
I.Unif.11.4th,UBQ7,NA,NA
I.Unif.12.2nd,ACT7,21.70040704,0.039536355
I.Unif.12.2nd,ACT7,21.75631989,0.039536355
I.Unif.12.2nd,ACT7,NA,NA
I.Unif.12.2nd,HYD1,28.73612986,0.036987624
I.Unif.12.2nd,HYD1,28.78843826,0.036987624
I.Unif.12.2nd,HYD1,NA,NA
I.Unif.12.2nd,PP2A1,28.12227529,0.048930955
I.Unif.12.2nd,PP2A1,28.19147411,0.048930955
I.Unif.12.2nd,PP2A1,NA,NA
I.Unif.12.2nd,TBL6,NA,NA
I.Unif.12.2nd,TBL6,NA,NA
I.Unif.12.2nd,TBL6,NA,NA
I.Unif.12.2nd,TMN5,30.98339073,0.000555418
I.Unif.12.2nd,TMN5,30.98260525,0.000555418
I.Unif.12.2nd,TMN5,NA,NA
I.Unif.12.2nd,UBQ14,27.19897581,0.138188754
I.Unif.12.2nd,UBQ14,27.39440422,0.138188754
I.Unif.12.2nd,UBQ14,NA,NA
I.Unif.12.2nd,UBQ7,22.69638253,0.059137723
I.Unif.12.2nd,UBQ7,22.7800159,0.059137723
I.Unif.12.2nd,UBQ7,NA,NA
I.Unif.12.4th,ACT7,22.93302568,0.012167278
I.Unif.12.4th,ACT7,22.91581855,0.012167278
I.Unif.12.4th,ACT7,NA,NA
I.Unif.12.4th,HYD1,28.92358468,0.149909112
I.Unif.12.4th,HYD1,28.71158118,0.149909112
I.Unif.12.4th,HYD1,NA,NA
I.Unif.12.4th,PP2A1,29.47506041,0.100915621
I.Unif.12.4th,PP2A1,29.33234417,0.100915621
I.Unif.12.4th,PP2A1,NA,NA
I.Unif.12.4th,TBL6,NA,NA
I.Unif.12.4th,TBL6,NA,NA
I.Unif.12.4th,TBL6,NA,NA
I.Unif.12.4th,TMN5,31.79232323,0.022780774
I.Unif.12.4th,TMN5,31.82454011,0.022780774
I.Unif.12.4th,TMN5,NA,NA
I.Unif.12.4th,UBQ14,30.05007701,0.02344648
I.Unif.12.4th,UBQ14,30.08323534,0.02344648
I.Unif.12.4th,UBQ14,NA,NA
I.Unif.12.4th,UBQ7,24.78350403,0.000859425
I.Unif.12.4th,UBQ7,24.78228862,0.000859425
I.Unif.12.4th,UBQ7,NA,NA
I.Unif.13.2nd,ACT7,22.3015188,0.039472185
I.Unif.13.2nd,ACT7,22.2456967,0.039472185
I.Unif.13.2nd,ACT7,NA,NA
I.Unif.13.2nd,HYD1,27.53176251,0.055603844
I.Unif.13.2nd,HYD1,27.4531268,0.055603844
I.Unif.13.2nd,HYD1,NA,NA
I.Unif.13.2nd,PP2A1,28.22370775,0.049206422
I.Unif.13.2nd,PP2A1,28.15411936,0.049206422
I.Unif.13.2nd,PP2A1,NA,NA
I.Unif.13.2nd,TBL6,31.42471945,0.21643584
I.Unif.13.2nd,TBL6,31.11863295,0.21643584
I.Unif.13.2nd,TBL6,NA,NA
I.Unif.13.2nd,TMN5,31.00552144,0.050755439
I.Unif.13.2nd,TMN5,31.07730047,0.050755439
I.Unif.13.2nd,TMN5,NA,NA
I.Unif.13.2nd,UBQ14,23.33678774,0.013241084
I.Unif.13.2nd,UBQ14,23.31806202,0.013241084
I.Unif.13.2nd,UBQ14,NA,NA
I.Unif.13.2nd,UBQ7,27.66298043,0.037479028
I.Unif.13.2nd,UBQ7,27.71598378,0.037479028
I.Unif.13.2nd,UBQ7,NA,NA
I.Unif.15.2nd,ACT7,21.29698347,0.044498626
I.Unif.15.2nd,ACT7,21.23405291,0.044498626
I.Unif.15.2nd,ACT7,NA,NA
I.Unif.15.2nd,HYD1,29.88321274,0.057565358
I.Unif.15.2nd,HYD1,29.80180303,0.057565358
I.Unif.15.2nd,HYD1,NA,NA
I.Unif.15.2nd,PP2A1,27.76485867,0.00402266
I.Unif.15.2nd,PP2A1,27.75916977,0.00402266
I.Unif.15.2nd,PP2A1,NA,NA
I.Unif.15.2nd,TBL6,33.00511674,0.042161998
I.Unif.15.2nd,TBL6,33.06474281,0.042161998
I.Unif.15.2nd,TBL6,NA,NA
I.Unif.15.2nd,TMN5,32.27371444,0.107887029
I.Unif.15.2nd,TMN5,32.42628974,0.107887029
I.Unif.15.2nd,TMN5,NA,NA
I.Unif.15.2nd,UBQ14,28.1864298,0.16181935
I.Unif.15.2nd,UBQ14,28.41527692,0.16181935
I.Unif.15.2nd,UBQ14,NA,NA
I.Unif.15.2nd,UBQ7,23.0628188,0.018273322
I.Unif.15.2nd,UBQ7,23.08866118,0.018273322
I.Unif.15.2nd,UBQ7,NA,NA
I.Unif.15.4th,ACT7,19.43457025,0.063787834
I.Unif.15.4th,ACT7,19.34436063,0.063787834
I.Unif.15.4th,ACT7,NA,NA
I.Unif.15.4th,HYD1,25.87952125,0.099241991
I.Unif.15.4th,HYD1,25.73917188,0.099241991
I.Unif.15.4th,HYD1,NA,NA
I.Unif.15.4th,PP2A1,24.92377511,0.014680555
I.Unif.15.4th,PP2A1,24.94453655,0.014680555
I.Unif.15.4th,PP2A1,NA,NA
I.Unif.15.4th,TBL6,27.76044473,0.036930292
I.Unif.15.4th,TBL6,27.70821741,0.036930292
I.Unif.15.4th,TBL6,NA,NA
I.Unif.15.4th,TMN5,28.43920397,0.028946717
I.Unif.15.4th,TMN5,28.48014081,0.028946717
I.Unif.15.4th,TMN5,NA,NA
I.Unif.15.4th,UBQ14,25.01022824,0.018527569
I.Unif.15.4th,UBQ14,25.03643018,0.018527569
I.Unif.15.4th,UBQ14,NA,NA
I.Unif.15.4th,UBQ7,20.3046083,10.09270972
I.Unif.15.4th,UBQ7,21.73872985,10.09270972
I.Unif.15.4th,UBQ7,38.45857936,10.09270972
I.Unif.16.2ndd,ACT7,23.24004197,0.017708393
I.Unif.16.2ndd,ACT7,23.26508542,0.017708393
I.Unif.16.2ndd,ACT7,NA,NA
I.Unif.16.2ndd,HYD1,29.70882469,0.021047733
I.Unif.16.2ndd,HYD1,29.6790587,0.021047733
I.Unif.16.2ndd,HYD1,NA,NA
I.Unif.16.2ndd,PP2A1,29.14590758,0.103813585
I.Unif.16.2ndd,PP2A1,28.999093,0.103813585
I.Unif.16.2ndd,PP2A1,NA,NA
I.Unif.16.2ndd,TBL6,NA,NA
I.Unif.16.2ndd,TBL6,NA,NA
I.Unif.16.2ndd,TBL6,NA,NA
I.Unif.16.2ndd,TMN5,31.9401571,0.318749135
I.Unif.16.2ndd,TMN5,32.39093645,0.318749135
I.Unif.16.2ndd,TMN5,NA,NA
I.Unif.16.2ndd,UBQ14,28.37072754,0.029769005
I.Unif.16.2ndd,UBQ14,28.41282727,0.029769005
I.Unif.16.2ndd,UBQ14,NA,NA
I.Unif.16.2ndd,UBQ7,24.01552764,0.038099889
I.Unif.16.2ndd,UBQ7,24.06940902,0.038099889
I.Unif.16.2ndd,UBQ7,NA,NA
I.Unif.16.4th,ACT7,26.70717623,0.129267336
I.Unif.16.4th,ACT7,26.52436461,0.129267336
I.Unif.16.4th,ACT7,NA,NA
I.Unif.16.4th,HYD1,32.60887191,0.095039401
I.Unif.16.4th,HYD1,32.4744659,0.095039401
I.Unif.16.4th,HYD1,NA,NA
I.Unif.16.4th,PP2A1,32.22066193,0.074291297
I.Unif.16.4th,PP2A1,32.11559817,0.074291297
I.Unif.16.4th,PP2A1,NA,NA
I.Unif.16.4th,TBL6,NA,NA
I.Unif.16.4th,TBL6,35.34103367,NA
